author,content,score,time,title
青小蛙," 
  
 
(adsbygoogle = window.adsbygoogle || []).push({});
 
Remote Utilities
 是一款远程控制工具，使用简单，免费、可商用，还能够自建中继服务器，拥有 Windows、iOS 以及 Android 客户端，仅可远程控制 Windows 系统。@Appinn
在
个人用户，求替代 Teamviewer 的远程控制软件
的回答中，@
HUAWUYA
 同学专门推荐了 Remote Utilities 工具：
不用 teamviewer 的情况下推荐 Remote Utilities，使用跟 teamviewer 类似，被控端运行一个 agent.exe（只有这一个文件），会给出一个 ID 和密码，主控端运行 rutview.exe 用这个 ID 和密码去链接就行了。
主控被控都是直接运行，不需要安装。支持中文。可以自定义端口防止被封，支持代理。
客户端里可以直接申请免费 license（可商用），唯一的限制就是最多连接 10 个被控端，对于个人用户来说足够了。
使用简单，跟 teamviewer 一样连上就用。 但是也提供了强大的设置功能，例如网络不好，可以设置传输的分辨率，颜色数等来减少流量提高流畅度。
Remote Utilities 的使用的确非常简单，下图是在 Windows 7 中通过 RU 连接 Windows 10 的场景：
其中 Windows 10 运行的是 Remote Utilities 的被控端单程序版本，Windows7 运行的是主控端便携版本，
在这里可以下载
，Host 就是被控端，Viewer 就是主控端。
免费授权
在这里获取
，提供最多 10 台的企业许可，当然个人使用更是没有问题了。
Remote Utilities 还能提供查看模式、文件传输、电源管理、任务管理器、终端、RDP、聊天、录制屏幕、MSI 安装等功能。这些功能是可以在不启用远程屏幕的情况下执行的，比如下面就是电源管理模式：
这种模式在很多时候还是非常节约时间的，如果你有很多台设备的话。
速度还可以，如果对速度以及安全性要求很高，那么还可以
自建服务器
，自建服务器没有版权限制，可以和任意客户端授权结合使用，就是不太确定在不在那 10 台的限制范围之内。
移动端应用连接正常，小屏幕使用起来很难受，大屏幕还是非常舒服的。有需求的同学，可以去试试了。
 
jQuery(document).ready(function($) {
    $.post('https://www.appinn.com/wp-admin/admin-ajax.php', {action: 'mts_view_count', id: '32538'});
});
收藏
18
0
0
 
 
 
(adsbygoogle = window.adsbygoogle || []).push({});
 ",8,2019/05/13,Remote Utilities – 免费可商用的 Windows 远程控制工具，还可以自建中继服务器
青小蛙," 
  
 
(adsbygoogle = window.adsbygoogle || []).push({});
 
Mob
 是个有颜值的第三方喜马拉雅 FM 桌面客户端，支持 Windows、macOS、Linux，基于 Electron 构建，支持登录账号浏览 喜马拉雅FM 付费内容。@Appinn
来自
发现频道
的推荐，以下为 @
zenghongtu
 原文。
前言
最近一个月沉迷喜马拉雅无法自拔，听相声、段子、每日新闻，还有英语听力，摸鱼学习两不误。上班时候苦于没有桌面端，用网页版有些 bug，官方也不搞一个，只好自己动手了。
样式参考了一下 
Moon FM
，颜值还过得去，自我感觉挺好 😜😜😜
基于 
Electron
, 
Umi
, 
Dva
, 
Antd
 构建
预览
截图
功能
一个基本的音乐播放器
每日必听
推荐
排行榜
分类
订阅
听过
下载声音
搜索专辑
更多功能
引入 [Himalaya podcast]
多语言
自定义样式
快捷键设置
下载历史
本地音乐
播放记录
专辑评论
多个声音加入播放列表
安装
这里
 去下载最新版本。
快捷键
全局
描述
按键
暂停 / 播放
Cmd / Ctrl + Option / Alt + S
音量加
Cmd / Ctrl + Option / Alt + Up
音量减
Cmd / Ctrl + Option / Alt + Down
上一曲
Cmd / Ctrl + Option / Alt + Left
下一曲
Cmd / Ctrl + Option / Alt + Right
开发
$ yarn install
$ yarn run start:main
$ yarn run start:renderer


开发与建议
GitHub：
zenghongtu/Mob
更多
前往原帖
与开发者一起讨论。
 
jQuery(document).ready(function($) {
    $.post('https://www.appinn.com/wp-admin/admin-ajax.php', {action: 'mts_view_count', id: '32557'});
});
收藏
8
2
0
 
 
 
(adsbygoogle = window.adsbygoogle || []).push({});
 ",4,2019/05/14,Mob – 一个有(gao)颜值的喜马拉雅 FM 桌面客户端[Win/macOS/Linux]
青小蛙," 
  
 
(adsbygoogle = window.adsbygoogle || []).push({});
 
来自 @
dodying
 同学的测试，针对 Windows 下 13 款本地 RSS 阅读器进行对比，并做出了漂亮的表格。@Appinn
Photo by 
Thought Catalog
 on 
Unsplash
注意，@dodying 同学说，仅测试了本地阅读器，Inoreader、Feedly 等在线阅读器并未测试，也没有测试 UWP 软件。
包含以下 RSS 本地阅读器，均为 Windows 平台：
FeedDemon
 QuiteRSS
 Sismics Reader
 RSSOwlnix
 Raven Reader
 RSS Guard
 NFReader
 Desktop Aggregator
 Awasu
 GreatNews
 irreader
 Sputnik
 RSSOwl
以下为对比表格，使用了微软的
联机查看 Office 文档
工具。
 
欢迎
前往原帖
继续参与讨论。
 
jQuery(document).ready(function($) {
    $.post('https://www.appinn.com/wp-admin/admin-ajax.php', {action: 'mts_view_count', id: '32438'});
});
收藏
9
1
0
 
 
 
(adsbygoogle = window.adsbygoogle || []).push({});
 ",6,2019/05/04,13 款本地 RSS 阅读器横向对比[Windows]
青小蛙," 
  
 
(adsbygoogle = window.adsbygoogle || []).push({});
 
豆皮图片下载器
 始于2012年，初版发布于豆瓣小组，在众多粉丝和网友的支持和鼓励下，版本不断更新，目前已支持
微博、豆瓣、花瓣、太平洋摄影部落、网易摄影、artstation、Instagram、Pixiv、Pinterest
 等多个网站的图片批量下载。软件操作简单、使用方便。为各位摄影、设计、绘画等图片收集爱好者节约了大量的时间，收获无数好评。
小众软件
早在 2013 年
就介绍过豆皮下载器。
强大的批量下载功能
豆皮图片下载器的界面简洁，可同时添加多个下载链接，一键开始下载。
废话不多说，直接上视频，下面是使用豆皮批量下载花瓣网画板图片的教程：
 
 
 
全面的网站支持
全面的网站支持（后面为支持的链接示例）：
豆瓣音乐人
：https://music.douban.com/musician/104545/photos/
豆瓣影人
：https://movie.douban.com/celebrity/1314463/photos/
豆瓣相册
：https://www.douban.com/photos/album/103301429/
豆瓣电影剧照
：https://movie.douban.com/subject/26887174/photos?type=S
太平洋摄影部落
：http://dp.pconline.com.cn/photo/3200246.html
摄影师所有作品专辑
：http://dp.pconline.com.cn/4590594/
花瓣网
：http://huaban.com/boards/2904887/（注意保留斜杠）画板地址非图片地址
花瓣用户所有画板
：http://huaban.com/g125959/
花瓣用户关注的所有画板
：http://huaban.com/luxiaohe/likes/boards/?qq-pf-to=pcqq.group
花瓣搜索结果
：http://huaban.com/search/?q=关键词
网易摄影
：http://pp.163.com/e22g/pp/10176151.html
新浪微博
：https://weibo.com/u/2128021282 用户主页，不是相册地址
Artstation
：https://www.artstation.com/kristmiha 用户主页，不是相册地址
Instagram
：https://www.instagram.com/doonabaee/ 用户主页地址
Pixiv
：https://www.pixiv.net/member.php?id=3881581 用户主页
Pinterest
: https://www.pinterest.com/mariebastiaens/travel-the-world/ 画板地址
超快的下载速度
“能不能加个限速啊，一个人的画板全部下载，全宿舍的电脑都上不了网了”
网友抱怨下载速度太快~~~~~
超级多线程下载，万张图片无压力。下载加速度，收图加速度！不要担心速度，担心硬盘空间吧！
高清原图大图
豆皮图片下载器抓取的是网站的原图大图，非缩略图，有些图片的大小，一个几M也是有的。部分网站支持保留图片描述。
优惠价格
豆皮图片下载器提供 50 张以内照片的相册免费下载，之后需要付费使用，分月卡、季卡、年卡，绑定手机号，不限制电脑。
下载地址
官网：
doupi.tech
，百度盘
下载地址
，提取码：3ssg
 
jQuery(document).ready(function($) {
    $.post('https://www.appinn.com/wp-admin/admin-ajax.php', {action: 'mts_view_count', id: '32560'});
});
收藏
7
0
0
 
 
 
(adsbygoogle = window.adsbygoogle || []).push({});
 ",10,2019/05/14,豆皮图片下载器 – 最好用的批量图片下载神器[Win]
青小蛙," 
  
 
(adsbygoogle = window.adsbygoogle || []).push({});
 
GoodSync
 是一款知名的局域网同步/备份工具，同时也支持将文件同步到主流网盘，拥有 Windows、macOS、Linux、服务器版本、西部数据 MyCloud NAS、群晖、QNAP 以及基于 Linux 的 NAS 版本，还有 iOS 与 Android 客户端，可以帮助你自动的在不同设备间同步或者备份文件。@Appinn
Photo by 
freestocks.org
 on 
Unsplash
这货也不是第一次限免了，基本上一年一次，所以现在手里还没有授权的同学，还有 7 天时间去获取正版授权。
GoodSync 拥有独有的 GoodSync Connect 功能，无需考虑是否有公网 IP 的问题，就可以让设备间直接点对点连接，以更方便的实现跨局域网的同步。
那么，GoodSync 到底有什么用？
GoodSync 能够将一个文件夹在多台电脑间双向同步，一旦监测到新的文件，就同步到其他设备上；支持历史版本功能，能够将历史文件保存在 history 文件夹中，并且还可以设置多少天以后自动删除。
如果带宽足够的话，开启多线程会显著加快同步速度。当然为了保证其他用户的网速，也可以限速。
在 GoodSync 里，还能方便的设置黑白名单，以排除不想要同步的文件类型，或者仅同步需要的文件。
GoodSync 自动同步设置选项
而对于文件更新的识别，GoodSync 也提供多种模式，可以简单的比较文件大小与修改时间、文件属性，也可以严谨的比较校验和：
对于不喜欢使用云同步的同学来说，使用 GoodSync 可以方便的在你的多台设备中同步数据，比如办公室与家，还可以将文件备份至云端：
GoodSync Connect
Windows Shares(局域网同步)
FTP/SFTP
WebDAV
Amazon S3
Google Drive
Windows Azure
Amazon Cloud Drive
SkyDrive
WinMobile
MEGA
Dropbox
最后再强调一下：数据安全，备份第一，校验备份数据第二，这样才能安全的保存珍贵的资料。俗话说，硬盘有价，数据无价，请珍惜你的每一比特数据。
GoodSync 
在这里限免
，官网
在这里
。限免截止 2019年5月22日。注意，页面可直接访问，但有一个验证码需要代理可见。
 
jQuery(document).ready(function($) {
    $.post('https://www.appinn.com/wp-admin/admin-ajax.php', {action: 'mts_view_count', id: '32566'});
});
收藏
11
0
0
 
 
 
(adsbygoogle = window.adsbygoogle || []).push({});
 ",6,2019/05/15,文件同步工具 GoodSync 限免又来了，这货到底有什么用？
青小蛙," 
  
 
(adsbygoogle = window.adsbygoogle || []).push({});
 
Insomnia
 是一款方便实用的小工具，它只有一个功能：阻止电脑进入休眠状态。@Appinn
感谢 @
Dalieba
 在
发现频道
的推荐。
自动休眠是个好功能，除了省电，还能省设备。但很多时候我们需要临时暂停休眠，让系统自动运行程序。
之前青小蛙有介绍过同类软件 Caffeine（
Win
 / 
macOS
），而 Insomnia 的特点胜在…够粗暴。
激活状态下的 Insomnia，会直接在桌面上显示一个窗口，然后很直接写着：这个窗口打开的时候，电脑不会休眠哦，
你要休眠记得关了我
。
这个窗口如果能美化一下就好了。注意不支持最小化到任务栏，点击最小化就直接去了托盘，阻止休眠就被取消了。
Insomnia 官网
在这里
，有一个
国内搬运下载
，可以
在这里
继续讨论。
 
jQuery(document).ready(function($) {
    $.post('https://www.appinn.com/wp-admin/admin-ajax.php', {action: 'mts_view_count', id: '31532'});
});
收藏
4
0
0
 
 
 
(adsbygoogle = window.adsbygoogle || []).push({});
 ",4,2019/02/25,Insomnia – 临时阻止电脑进入休眠状态[Win]
青小蛙," 
  
 
(adsbygoogle = window.adsbygoogle || []).push({});
 
Multrin
 是一款挺有意思的软件，它本身是一个空白窗口，将其他应用程序拖放到上面，就形成了类似浏览器多标签页效果的，聚合了不同软件的多标签页窗口。@Appinn
Multrin 是一个基于 Electron、React 的软件，目前的使用体验还有些卡顿，不过想法很好，将不同的程序窗口放到一个聚合窗口之中，组成多标签页窗口。
效果如图，直接将其他程序窗口拖进去就行了。但对于本身就是多标签页的 edge 浏览器来说，会出现白屏，需要切换一下再回来就好了。
还有个小问题，无法调整窗口打开，只有一个默认大小和全屏尺寸。
开发者只提供了 Windows 版本供下载，在 
GitHub
 ，有一个
国内搬运下载
。
 
jQuery(document).ready(function($) {
    $.post('https://www.appinn.com/wp-admin/admin-ajax.php', {action: 'mts_view_count', id: '31549'});
});
收藏
11
0
0
 
 
 
(adsbygoogle = window.adsbygoogle || []).push({});
 ",7,2019/02/26,Multrin – 将不同应用程序拖放到一起，组成一个多标签页窗口[Windows]
青小蛙," 
  
 
(adsbygoogle = window.adsbygoogle || []).push({});
 
Aria2 是很厉害的下载工具，于是有了很多的 
Aria2
 工具；想要提高 bt 下载速度，还需要配合好的 bt-tracker 才行，于是有了经常更新的 
trackerslist
 项目，那么，如何让他们俩自动配合呢？
@
River
 同学结合之前 @
LUTICLIU
 分享的脚本，重写了批处理与 powershell 双脚本，适合于使用 Aria2 的同学，可以很明显的提升下载速度。
具体脚本可
在这里获取
，并且还可以继续和 @River 同学继续讨论，比如分享你自己的 tracker 地址之类的，还有同学在求 OpenWrt 版本，这个有同学会吗？
 
jQuery(document).ready(function($) {
    $.post('https://www.appinn.com/wp-admin/admin-ajax.php', {action: 'mts_view_count', id: '31582'});
});
收藏
7
0
0
 
 
 
(adsbygoogle = window.adsbygoogle || []).push({});
 ",5,2019/02/28,加速 Aria2 下载，bt-tracker自动更新脚本[Windows]
青小蛙," 
  
 
(adsbygoogle = window.adsbygoogle || []).push({});
 
Office 365
 是微软推出的办公软件订阅计划，包含了完整的 Office 应用程序（最新版 Word、Excel、PowerPoint、Outlook、Publisher、Access）以及 1TB 云存储空间的 OneDrive 服务。老朋友数码荔枝
直接从微软获得了销售授权
，将以最低不到 6 折的优惠进行销售。@Appinn
Word、Excel 和 PPT 三件套大名鼎鼎。现在，你只需要以比微软官网更低的价格，就可以获得 1 年的正版授权，享受最新版本的全套 Office 服务。
价格
在「数码荔枝」购买 Office 365 个人 / 家庭版，分别可享受 8.8 与 8 折优惠，最终价格如下：
Office365 个人版：269 元/年（1人，5台设备，1T空间）
Office365 家庭版：299 元/年（6人，每人5台设备，每人1T空间）
对应的微软官方价格，个人版与家庭版分别是398元/年、498元/年，
点击这里先领优惠券
，再购买。
相比较来看，Office365 家庭版是极其划算的，平均1个人只需要 (299-5)÷6 = 49元，就可以使用正版 Office 以及 1TB 云存储空间了，这可能差不多合一个办公室用户的三四顿午饭。
其中减 5 元为小众软件专属优惠码，
记得去领
。
适用设备
Windows、macOS、iOS 和 Android。
相比于只能激活 1 台电脑的买断制 Office 套件，Office 365 个人版支持一个账户激活 5 台设备，你的 PC、Mac、iPhone、iPad 或 Android 设备都能一起使用。
注意事项：
Office 365 支持的系统版本为 Windows 7/macOS 10.10 及以上；
原有的 OneNote 组件在 Office 365 中不提供，但用户可在 OneNote 官网或应用商店免费下载使用；
Access 与 Publisher 两款组件仅在 Windows 系统中提供。
如果我已有个人版？
根据微软
官网说法
，对于“当前订阅的未使用时间是否会累积？”这个问题的回复如下：
是的，你之前订阅的剩余时间将累积到总时间量中。例如，假设你当前的 Office 365 个人版订阅有 6 个月的剩余时间，并且你购买了 12 个月的 Office 365 家庭版。在这种情况下，新的 Office 365 家庭版订阅累积将有 18 个月的时间。
订阅最多可延长 5 年。
另外，还有 Office 2019 买断版本，价格为 529 元，
领劵后
可以购买券。
最后，购买方法：先
领取 5 元
小众软件专属优惠码，再购买。
群已满，请加 appinnonly 备注 365 拉群
 
jQuery(document).ready(function($) {
    $.post('https://www.appinn.com/wp-admin/admin-ajax.php', {action: 'mts_view_count', id: '31609'});
});
收藏
2
0
0
 
 
 
(adsbygoogle = window.adsbygoogle || []).push({});
 ",16,2019/03/04,Office 365 个人/家庭版 5+ 折 特价，立即拥有正版 Word/Excel/PPT/Outlook
青小蛙," 
  
 
(adsbygoogle = window.adsbygoogle || []).push({});
 
Motrix
 是一款开源的，基于 aria2 的下载工具，支持下载 HTTP、FTP、BT、磁力链、百度网盘等资源，界面清爽，即开即用。@Appinn
感谢 @Lee 的推荐。
基于 
aria2
 的工具已经非常多啦，而这种集成了 aria2 又有图形界面还挺漂亮，并且还支持百度盘下载的工具，可还是不多。
Motrix 的界面就像普通下载工具一样，简洁明了，支持常见的下载协议，比如 HTTP、FTP、磁力链接、种子文件等等，但不支持 ed2k，不支持 ed2k。
还有其他一些特性：
🕹 简洁明了的图形操作界面
 🦄 支持BT和磁力链任务
 💾 支持下载百度云盘资源
 🎛 最高支持 10 个任务同时下载
 🚀 单任务最高支持 64 线程下载
 🕶 模拟用户代理UA
 🔔 下载完成后通知
 💻 支持触控栏快捷健(Mac 专享)
 🗑 移除任务时可同时删除相关文件
嗯，最后一个删除任务的时候同时删除文件太爽了有没有。
那么，百度盘怎么玩？
设置 > 实验室 > 浏览器扩展
Motrix 自带了一个 Chrome 扩展，基于 
BaiduExporter
，不过并没有上架 Chrome 商店，需要下载、解压缩，使用 Chrome 的开发者模式「加载已解压的扩展程序」，具体
在这里
有教程。然后，就能在百度盘上看到下载按钮了：
选中文件即可看到 MO.app
十分便利，青小蛙基本上不到 1 分钟就测试成功。Motrix 官网
在这里
。
再来回顾下曾经推荐过的各类 aria2 工具：
为 aria2 下载加速，添加这些 trackers 之后， BT、磁力链接下载加速大增
Aria2 – 超・懒人包：只需 2 步就能使用神器 aria2 下载文件了[Windows]
Photon – 基于 aria2 的多线程「图形界面」下载工具 [Win/macOS]
AriaNg – 「让 aria2 更容易使用」的 Web 端客户端
Persepolis Download Manager – 真・零配置的 aria2 下载器 [WIn/macOS/Linux]
神奇磁力 – 磁力搜索，整合 ADM / Aria2、调用 MX Player 可在线播放视频的 Android 神器
 
jQuery(document).ready(function($) {
    $.post('https://www.appinn.com/wp-admin/admin-ajax.php', {action: 'mts_view_count', id: '31555'});
});
收藏
57
2
0
 
 
 
(adsbygoogle = window.adsbygoogle || []).push({});
 ",30,2019/02/27,Motrix – 开源下载工具，支持 BT、磁力链、百度盘下载[Win/macOS/Linux]
青小蛙," 
  
 
(adsbygoogle = window.adsbygoogle || []).push({});
 
Snappy Driver Installer
（
官网
） 是一款开源的硬件设备驱动大合集，对于无法找到购买硬件时附送的驱动盘、Windows Update 也无法更新的硬件设备，使用 SDI 说不定会见到奇迹。@Appinn
各位好，我向大家推荐 SDI(Snappy Driver Installer) 和 SDIO(Snappy Driver Installer Origin) 这两个互可替代的软件，它们唯一的区别就是源代码由不同的开发者维护，功能上完全一致，驱动包也共用。
我个人使用的是 SDI，驱动包由47个可拆分的模块构成，总大小压缩后约14.4G，经常更新，包括所有你能想到的电脑硬件驱动，声卡、显卡、生物识别设备、蓝牙、读卡器、芯片组、存储、网络控制器、Modem、显示器、打印机、触摸板、电话模块（Modem 用）、电视卡、摄像头、无线网络、虚拟设备等等，识别很精确，驱动包内的驱动最早可以支持到 Windows XP 年代，少数的还有 Windows 2000 的驱动支持，国内不知为何很少有人用，推荐大家试试，无广告绿色免安装，唯一的小麻烦就是驱动包想全拖下来费点时间，可以只下载自己需要的，我是都下下来了，存在移动硬盘里，给别人修电脑的时候用。
并且其识别驱动很准确，也可以显示目前电脑上的所有硬件对应的名称，驱动版本等等，所以作为识别驱动的工具也很好用。
via @
SHERMANLIU
在
如何为老电脑装驱动
这个问题上，由于中国特色流氓软件传统的问题，很多人不敢安装国产软件，因为在绝大多数情况下，安装这些国产软件之后，会给电脑留下数不清的流氓软件，十分恼人。而且这个情况近年来并无任何好转的迹象。于是 @SHERMANLIU 和微信好友 @ChenY 推荐了这款 Snappy Driver Installer。
Snappy Driver Installer 界面可能略显古老：
Snappy Driver Installer 的 Metro 主题
不过人家支持 20 多款主题，Metro 适配 Win 10 效果还可以。它能自动识别硬件，并给出驱动程序下载，非常方便。
Snappy Driver Installer
 分为完整版和 Lite 版本，两者区别蛮大，主要是体积区别 😂完整版 1.18.11 (R1811）目前 17.1 GB，包含了所有驱动程序，并且只提供 
BT
 下载。
好处当然是可以离线使用，比如装入 U 盘，就可以非常方便的为别人安装操作系统了，然后领取好人卡。
而同版本号的 Lite 版本只有 4 MB，只包含主程序，没有任何驱动程序包，有简体中文。在首次运行时有三种模式可选：
下载全部驱动包
仅下载网络驱动包
仅下载目录索引
所以我们用的时候如何使用呢？青小蛙建议，对于经常使用的同学，下载 Snappy Driver Installer FULL 完整版本妥妥的，只需要一个 32GB 的 U 盘，以后走到哪里都不怕了。
而对于普通用户，使用 Lite 版本（自身为便携版）然后运行后选择 Download Network Drivers Only 仅下载网络驱动包即可（大约 574MB），这样把 Lite 拷贝到 U 盘中就能解决网络驱动的问题还能节省空间。
另外，@
ANG
 同学还推荐了微软自己的驱动库 
Microsoft®Update Catalog
，并称为「最大最全的驱动库」，不过你需要知道硬件型号才能使用。
 
jQuery(document).ready(function($) {
    $.post('https://www.appinn.com/wp-admin/admin-ajax.php', {action: 'mts_view_count', id: '31671'});
});
收藏
19
0
0
 
 
 
(adsbygoogle = window.adsbygoogle || []).push({});
 ",10,2019/03/11,Snappy Driver Installer – 为了给老电脑装驱动，这里有 17.1GB 的离线驱动程序[Windows]
青小蛙," 
  
 
(adsbygoogle = window.adsbygoogle || []).push({});
 
OpenWebMonitor
 是一款监控网页变化的 Windows、macOS 应用，适合于绝大多数网页，可以监控网页的任意区域变化，无论数值与文字，最终通过软件本身或者邮件报警。适合于电商价格监控、论坛新帖动态等，支持登录后的网页监控，十分强大。@Appinn
来自
发现频道
的推荐，
OpenWebMonitor 可以用来做许多事情：
监控京东物价
监控学校的招生公告通知栏
监控政府的招标通知目录
监控对象的微博
监控steam游戏打折
监控温度变化
这是一款
本地软件
，
只需要运行着就可以监控了
，并不需要服务端的支持，所以用起来省心许多。
上图就是 OpenWebMonitor 的主界面了，左栏为监控任务列表，中栏是监控内容的历史变化记录，右栏就是详细内容了。
那么，如何添加呢？我们以京东买不到的小米9为例，演示下如何监控价格，首先点击右上角第二行的 + 来添加任务，这里如果已经复制了网址，那么 OpenWebMonitor 会自动填入，记得点击「加载」：
之后网页会被显示出来，鼠标选中价格，右侧就会自动出现监控区域。可以点击下一步进行监控规则设置。
注意：如果是需要登录的网站，需要在主界面的菜单中选择 登录某网站，登录之后再进行添加操作。
在这里，方法中还有关键词和 regex，这里选择变化量，如果只是想看到价格变化，那么在变化的字符数设置为 1 就行了，再点击下一步设置检查频率。
在这里还可以设置字符集编码，以及能够注入 JS，适合于高级用户，我们点击开始监控就好了。
然后，要保持 OpenWebMonitor 运行状态，就会每隔 5 秒钟检查一次网页进行监控了。
这是一个十分简单的例子，如果想要进阶，
这里有
官方教程。OpenWebMonitor 官网
在这里
。
 
jQuery(document).ready(function($) {
    $.post('https://www.appinn.com/wp-admin/admin-ajax.php', {action: 'mts_view_count', id: '31592'});
});
收藏
23
3
0
 
 
 
(adsbygoogle = window.adsbygoogle || []).push({});
 ",7,2019/03/01,OpenWebMonitor – 实时监控网页变化，并报警通知[Win/macOS]
青小蛙," 
  
 
(adsbygoogle = window.adsbygoogle || []).push({});
 
Forghetti
 是一款用手势代替传统密码的密码管理器。它
不存储任何密码数据
，只需要一个手势就能为不同的网站生成不同的密码，一个空的数据库是不可攻击的，安全的，完美的。@yfzhe
使用 Forghetti， 它并不是把任何密码数据放在自己的服务器里。每次，它都是利用算法将你的手势转换成一段强字符密码，并且会针对不同的网站生成不同的密码。当要使用密码的时候，它也是根据算法和手势来现场生成密码的。
没有数据存储，也提升了密码的安全性。
为家人和朋友分享密码也是一件让人头痛的事情。通过 Forghetti，你只需要分享一个手势密码，就可以给好友使用了。
目前有优惠：前 1000 位安装的用户可以免费享用 6 个月的高级服务账号。其实看了一下价格（2刀/月左右），免费账号也是够用了（最高限制 15 组手势，开始为 5 组）。
支持的平台挺多的：Windows 和 macOS，移动端则是 Android 和 iOS，也可以通过 web app 在各大浏览器使用，付费用户还可以使用 Chrome 扩展。
Forghetti 官网
在这里
。
 
 
 
Forghetti 这个创意很有意思，可能唯一的问题就是用户使用习惯，以及能否经得住大规模用户的安全考验了。感兴趣的同学可以去试用 6 个月的免费高级账号。
原文链接：
https://meta.appinn.com/t/forghetti/9345
 
jQuery(document).ready(function($) {
    $.post('https://www.appinn.com/wp-admin/admin-ajax.php', {action: 'mts_view_count', id: '31723'});
});
收藏
4
0
0
 
 
 
(adsbygoogle = window.adsbygoogle || []).push({});
 ",3,2019/03/14,Forghetti – 不保存密码数据的密码管理器
青小蛙," 
  
 
(adsbygoogle = window.adsbygoogle || []).push({});
 
CCleaner
 是一款梨子公司 
Piriform
 出品的老牌且著名的 Windows 系统清理工具，能够清楚系统与软件垃圾，有效释放磁盘空间以及保护隐私安全。最新的 CCleaner Professional 版本新增了 Software Updater 软件更新器功能，可以一次批量更新已安装软件。@Appinn
虽然历来青小蛙都推荐使用软件自带的功能进行更新，但看到 CCleaner 推出这个功能，还是想试一下。毕竟认识 CCleaner 这么久了。
更新软件的必要性在于体验新功能、修复 bug 以及减少安全漏洞，之前青小蛙的观点是对于常用软件使用自动更新，对于那些不常用的软件，不必要第一时间更新，毕竟打开的次数有点，再需要的时候更新即可。
CCleaner Pro 是付费软件，有14 天试用期，感兴趣的同学可以
前往官网
试用。目前还未知软件更新功能是否会下放到免费版本上。
注意安装的时候可选是否捆绑安装 Avast 杀毒软件
 
jQuery(document).ready(function($) {
    $.post('https://www.appinn.com/wp-admin/admin-ajax.php', {action: 'mts_view_count', id: '31746'});
});
收藏
3
0
0
 
 
 
(adsbygoogle = window.adsbygoogle || []).push({});
 ",5,2019/03/15,CCleaner 专业版新增「软件批量更新」功能[Windows]
